second;src;DioCount;DisCount;DaoCount;OtherMsg;label
350.0;fe80::c30c:0:0:8;30;0;0;0;0
350.0;fe80::c30c:0:0:5;30;0;77;0;0
350.0;fe80::c30c:0:0:7;30;0;0;0;0
350.0;fe80::c30c:0:0:2;30;0;32;0;0
350.0;fe80::c30c:0:0:c;0;355;0;0;1
350.0;fe80::c30c:0:0:a;30;0;0;0;0
350.0;fe80::c30c:0:0:3;30;0;0;0;0
350.0;fe80::c30c:0:0:6;30;0;0;0;0
355.0;fe80::c30c:0:0:b;30;0;21;0;0
355.0;fe80::c30c:0:0:4;30;0;0;0;0
355.0;fe80::c30c:0:0:9;30;0;83;0;0
355.0;fe80::c30c:0:0:8;30;0;0;0;0
355.0;fe80::c30c:0:0:5;30;0;0;0;0
355.0;fe80::c30c:0:0:7;30;0;0;0;0
355.0;fe80::c30c:0:0:2;30;0;24;0;0
355.0;fe80::c30c:0:0:c;0;467;0;0;1
355.0;fe80::c30c:0:0:a;30;0;0;0;0
355.0;fe80::c30c:0:0:6;30;0;0;0;0
360.0;fe80::c30c:0:0:b;30;0;2;0;0
360.0;fe80::c30c:0:0:9;30;0;0;0;0
360.0;fe80::c30c:0:0:8;30;0;0;0;0
360.0;fe80::c30c:0:0:5;30;0;312;0;0
360.0;fe80::c30c:0:0:7;189;0;0;0;0
360.0;fe80::c30c:0:0:2;30;0;342;0;0
360.0;fe80::c30c:0:0:c;0;294;0;0;1
360.0;fe80::c30c:0:0:a;0;0;23;0;0
360.0;fe80::c30c:0:0:6;30;0;0;0;0
365.0;fe80::c30c:0:0:b;30;0;0;0;0
365.0;fe80::c30c:0:0:4;60;0;68;0;0
365.0;fe80::c30c:0:0:9;0;0;60;0;0
365.0;fe80::c30c:0:0:8;30;0;0;0;0
365.0;fe80::c30c:0:0:5;30;0;39;0;0
365.0;fe80::c30c:0:0:7;30;0;0;0;0
365.0;fe80::c30c:0:0:2;30;0;62;0;0
365.0;fe80::c30c:0:0:c;0;430;0;0;1
365.0;fe80::c30c:0:0:a;40;0;273;0;0
365.0;fe80::c30c:0:0:6;30;0;0;0;0
370.0;fe80::c30c:0:0:b;30;0;5;0;0
370.0;fe80::c30c:0:0:4;30;0;0;0;0
370.0;fe80::c30c:0:0:9;30;0;0;0;0
370.0;fe80::c30c:0:0:8;30;0;0;0;0
370.0;fe80::c30c:0:0:5;0;0;75;0;0
370.0;fe80::c30c:0:0:7;30;0;0;0;0
370.0;fe80::c30c:0:0:2;0;0;242;0;0
370.0;fe80::c30c:0:0:c;0;606;0;0;1
370.0;fe80::c30c:0:0:a;37;0;48;0;0
370.0;fe80::c30c:0:0:3;30;0;0;0;0
370.0;fe80::c30c:0:0:6;30;0;0;0;0
375.0;fe80::c30c:0:0:b;30;0;14;0;0
375.0;fe80::c30c:0:0:4;30;0;565;0;0
375.0;fe80::c30c:0:0:9;60;0;295;0;0
375.0;fe80::c30c:0:0:8;29;0;0;0;0
375.0;fe80::c30c:0:0:5;30;0;37;0;0
375.0;fe80::c30c:0:0:7;29;0;0;0;0
375.0;fe80::c30c:0:0:2;60;0;35;0;0
375.0;fe80::c30c:0:0:c;0;144;0;0;1
375.0;fe80::c30c:0:0:a;30;0;67;0;0
375.0;fe80::c30c:0:0:3;30;0;0;0;0
380.0;fe80::c30c:0:0:b;30;0;31;0;0
380.0;fe80::c30c:0:0:4;30;0;20;0;0
380.0;fe80::c30c:0:0:9;30;0;72;0;0
380.0;fe80::c30c:0:0:8;30;0;0;0;0
380.0;fe80::c30c:0:0:5;60;0;30;0;0
380.0;fe80::c30c:0:0:7;30;0;0;0;0
380.0;fe80::c30c:0:0:2;30;0;24;0;0
380.0;fe80::c30c:0:0:c;0;441;31;0;1
380.0;fe80::c30c:0:0:a;0;0;42;0;0
380.0;fe80::c30c:0:0:3;30;0;36;0;0
380.0;fe80::c30c:0:0:6;60;0;0;0;0
385.0;fe80::c30c:0:0:b;30;0;0;0;0
385.0;fe80::c30c:0:0:4;30;0;55;0;0
385.0;fe80::c30c:0:0:8;30;0;0;0;0
385.0;fe80::c30c:0:0:5;30;0;0;0;0
385.0;fe80::c30c:0:0:7;30;0;0;0;0
385.0;fe80::c30c:0:0:2;30;0;0;0;0
385.0;fe80::c30c:0:0:c;0;624;0;0;1
385.0;fe80::c30c:0:0:a;60;0;0;0;0
385.0;fe80::c30c:0:0:3;0;0;161;0;0
385.0;fe80::c30c:0:0:6;30;0;0;0;0
390.0;fe80::c30c:0:0:b;30;0;22;0;0
390.0;fe80::c30c:0:0:4;30;0;0;0;0
390.0;fe80::c30c:0:0:9;60;0;34;0;0
390.0;fe80::c30c:0:0:8;30;0;0;0;0
390.0;fe80::c30c:0:0:5;30;0;23;0;0
390.0;fe80::c30c:0:0:7;30;0;0;0;0
390.0;fe80::c30c:0:0:2;30;0;21;0;0
390.0;fe80::c30c:0:0:c;0;312;0;0;1
390.0;fe80::c30c:0:0:a;30;0;88;0;0
390.0;fe80::c30c:0:0:3;0;0;69;0;0
390.0;fe80::c30c:0:0:6;30;0;0;0;0
395.0;fe80::c30c:0:0:b;0;0;11;0;0
395.0;fe80::c30c:0:0:4;6;0;156;0;0
395.0;fe80::c30c:0:0:9;29;0;78;0;0
395.0;fe80::c30c:0:0:8;30;0;0;0;0
395.0;fe80::c30c:0:0:5;29;0;0;0;0
395.0;fe80::c30c:0:0:7;30;0;0;0;0
395.0;fe80::c30c:0:0:2;0;0;22;0;0
395.0;fe80::c30c:0:0:c;0;624;18;0;1
395.0;fe80::c30c:0:0:a;30;0;33;0;0
395.0;fe80::c30c:0:0:3;30;0;130;0;0
395.0;fe80::c30c:0:0:6;30;0;0;0;0
400.0;fe80::c30c:0:0:b;30;0;0;0;0
400.0;fe80::c30c:0:0:4;54;0;41;0;0
400.0;fe80::c30c:0:0:9;30;0;49;0;0
400.0;fe80::c30c:0:0:5;30;0;0;0;0
400.0;fe80::c30c:0:0:7;30;0;0;0;0
400.0;fe80::c30c:0:0:2;30;0;0;0;0
400.0;fe80::c30c:0:0:c;0;740;0;0;1
400.0;fe80::c30c:0:0:a;30;0;0;0;0
400.0;fe80::c30c:0:0:6;30;0;0;0;0
405.0;fe80::c30c:0:0:b;60;0;0;0;0
405.0;fe80::c30c:0:0:4;30;0;30;0;0
405.0;fe80::c30c:0:0:8;60;0;0;0;0
405.0;fe80::c30c:0:0:5;30;0;101;0;0
405.0;fe80::c30c:0:0:7;30;0;0;0;0
405.0;fe80::c30c:0:0:2;1;0;19;0;0
405.0;fe80::c30c:0:0:c;0;820;10;0;1
405.0;fe80::c30c:0:0:3;0;0;34;0;0
405.0;fe80::c30c:0:0:6;30;0;0;0;0
410.0;fe80::c30c:0:0:b;0;0;7;0;0
410.0;fe80::c30c:0:0:4;30;0;0;0;0
410.0;fe80::c30c:0:0:9;60;0;0;0;0
410.0;fe80::c30c:0:0:8;30;0;0;0;0
410.0;fe80::c30c:0:0:5;30;0;0;0;0
410.0;fe80::c30c:0:0:7;30;0;0;0;0
410.0;fe80::c30c:0:0:2;89;0;0;0;0
410.0;fe80::c30c:0:0:c;0;621;0;0;1
410.0;fe80::c30c:0:0:a;60;0;86;0;0
410.0;fe80::c30c:0:0:6;30;0;0;0;0
415.0;fe80::c30c:0:0:b;0;0;29;0;0
415.0;fe80::c30c:0:0:4;30;0;22;0;0
415.0;fe80::c30c:0:0:9;30;0;13;0;0
415.0;fe80::c30c:0:0:8;30;0;0;0;0
415.0;fe80::c30c:0:0:5;30;0;41;0;0
415.0;fe80::c30c:0:0:7;30;0;0;0;0
415.0;fe80::c30c:0:0:2;30;0;14;0;0
415.0;fe80::c30c:0:0:c;0;688;24;0;1
415.0;fe80::c30c:0:0:a;30;0;11;0;0
415.0;fe80::c30c:0:0:3;0;0;79;0;0
420.0;fe80::c30c:0:0:b;90;0;0;0;0
420.0;fe80::c30c:0:0:4;30;0;32;0;0
420.0;fe80::c30c:0:0:9;30;0;0;0;0
420.0;fe80::c30c:0:0:8;30;0;0;0;0
420.0;fe80::c30c:0:0:5;30;0;17;0;0
420.0;fe80::c30c:0:0:7;30;0;0;0;0
420.0;fe80::c30c:0:0:2;30;0;19;0;0
420.0;fe80::c30c:0:0:c;0;669;0;0;1
420.0;fe80::c30c:0:0:a;30;0;54;0;0
420.0;fe80::c30c:0:0:3;0;0;82;0;0
420.0;fe80::c30c:0:0:6;60;0;0;0;0
425.0;fe80::c30c:0:0:b;0;0;90;0;0
425.0;fe80::c30c:0:0:4;30;0;16;0;0
425.0;fe80::c30c:0:0:9;29;0;21;0;0
425.0;fe80::c30c:0:0:8;30;0;0;0;0
425.0;fe80::c30c:0:0:5;30;0;0;0;0
425.0;fe80::c30c:0:0:7;30;0;0;0;0
425.0;fe80::c30c:0:0:2;30;0;0;0;0
425.0;fe80::c30c:0:0:c;0;674;0;0;1
425.0;fe80::c30c:0:0:a;30;0;21;0;0
425.0;fe80::c30c:0:0:3;0;0;127;0;0
425.0;fe80::c30c:0:0:6;29;0;0;0;0
430.0;fe80::c30c:0:0:b;58;0;0;0;0
430.0;fe80::c30c:0:0:4;30;0;4;0;0
430.0;fe80::c30c:0:0:8;30;0;0;0;0
430.0;fe80::c30c:0:0:5;30;0;336;0;0
430.0;fe80::c30c:0:0:7;30;0;0;0;0
430.0;fe80::c30c:0:0:2;30;0;312;0;0
430.0;fe80::c30c:0:0:a;30;0;312;0;0
430.0;fe80::c30c:0:0:3;0;0;311;0;0
430.0;fe80::c30c:0:0:6;30;0;0;0;0
435.0;fe80::c30c:0:0:b;0;0;30;0;0
435.0;fe80::c30c:0:0:4;30;0;0;0;0
435.0;fe80::c30c:0:0:9;30;0;0;0;0
435.0;fe80::c30c:0:0:8;30;0;0;0;0
435.0;fe80::c30c:0:0:5;29;0;0;0;0
435.0;fe80::c30c:0:0:7;30;0;0;0;0
435.0;fe80::c30c:0:0:2;30;0;38;0;0
435.0;fe80::c30c:0:0:c;0;926;0;0;1
435.0;fe80::c30c:0:0:a;30;0;19;0;0
435.0;fe80::c30c:0:0:3;0;0;1;0;0
435.0;fe80::c30c:0:0:6;30;0;0;0;0
440.0;fe80::c30c:0:0:b;60;0;34;0;0
440.0;fe80::c30c:0:0:4;0;0;16;0;0
440.0;fe80::c30c:0:0:9;30;0;65;0;0
440.0;fe80::c30c:0:0:5;30;0;26;0;0
440.0;fe80::c30c:0:0:7;30;0;0;0;0
440.0;fe80::c30c:0:0:2;30;0;27;0;0
440.0;fe80::c30c:0:0:c;0;532;0;0;1
440.0;fe80::c30c:0:0:a;0;0;60;0;0
440.0;fe80::c30c:0:0:3;0;0;38;0;0
440.0;fe80::c30c:0:0:6;30;0;0;0;0
445.0;fe80::c30c:0:0:b;0;0;61;0;0
445.0;fe80::c30c:0:0:4;60;0;36;0;0
445.0;fe80::c30c:0:0:9;60;0;0;0;0
445.0;fe80::c30c:0:0:8;60;0;0;0;0
445.0;fe80::c30c:0:0:5;30;0;0;0;0
445.0;fe80::c30c:0:0:7;30;0;0;0;0
445.0;fe80::c30c:0:0:2;30;0;11;0;0
445.0;fe80::c30c:0:0:c;0;570;0;0;1
445.0;fe80::c30c:0:0:a;60;0;2;0;0
445.0;fe80::c30c:0:0:3;0;0;8;0;0
445.0;fe80::c30c:0:0:6;30;0;0;0;0
450.0;fe80::c30c:0:0:b;60;0;36;0;0
450.0;fe80::c30c:0:0:4;30;0;18;0;0
450.0;fe80::c30c:0:0:9;30;0;11;0;0
450.0;fe80::c30c:0:0:8;30;0;0;0;0
450.0;fe80::c30c:0:0:5;30;0;28;0;0
450.0;fe80::c30c:0:0:2;0;0;3;0;0
450.0;fe80::c30c:0:0:c;0;678;14;0;1
450.0;fe80::c30c:0:0:a;30;0;0;0;0
450.0;fe80::c30c:0:0:3;0;0;31;0;0
450.0;fe80::c30c:0:0:6;30;0;0;0;0
455.0;fe80::c30c:0:0:b;60;0;37;0;0
455.0;fe80::c30c:0:0:4;30;0;98;0;0
455.0;fe80::c30c:0:0:9;30;0;64;0;0
455.0;fe80::c30c:0:0:8;30;0;0;0;0
455.0;fe80::c30c:0:0:7;60;0;0;0;0
455.0;fe80::c30c:0:0:2;58;0;60;0;0
455.0;fe80::c30c:0:0:c;0;531;31;0;1
455.0;fe80::c30c:0:0:a;28;0;0;0;0
455.0;fe80::c30c:0:0:3;0;0;258;0;0
460.0;fe80::c30c:0:0:b;0;0;29;0;0
460.0;fe80::c30c:0:0:4;30;0;38;0;0
460.0;fe80::c30c:0:0:9;30;0;0;0;0
460.0;fe80::c30c:0:0:8;30;0;0;0;0
460.0;fe80::c30c:0:0:5;60;0;258;0;0
460.0;fe80::c30c:0:0:7;30;0;0;0;0
460.0;fe80::c30c:0:0:2;30;0;55;0;0
460.0;fe80::c30c:0:0:c;0;225;0;0;1
460.0;fe80::c30c:0:0:a;30;0;10;0;0
460.0;fe80::c30c:0:0:6;60;0;0;0;0
465.0;fe80::c30c:0:0:b;30;0;0;0;0
465.0;fe80::c30c:0:0:4;30;0;0;0;0
465.0;fe80::c30c:0:0:9;30;0;27;0;0
465.0;fe80::c30c:0:0:8;30;0;0;0;0
465.0;fe80::c30c:0:0:5;30;0;14;0;0
465.0;fe80::c30c:0:0:7;30;0;0;0;0
465.0;fe80::c30c:0:0:2;30;0;0;0;0
465.0;fe80::c30c:0:0:c;0;853;0;0;1
465.0;fe80::c30c:0:0:a;30;0;0;0;0
465.0;fe80::c30c:0:0:3;0;0;23;0;0
470.0;fe80::c30c:0:0:b;0;0;19;0;0
470.0;fe80::c30c:0:0:4;30;0;0;0;0
470.0;fe80::c30c:0:0:9;30;0;18;0;0
470.0;fe80::c30c:0:0:8;30;0;0;0;0
470.0;fe80::c30c:0:0:5;30;0;68;0;0
470.0;fe80::c30c:0:0:7;30;0;0;0;0
470.0;fe80::c30c:0:0:2;30;0;73;0;0
470.0;fe80::c30c:0:0:c;0;482;31;0;1
470.0;fe80::c30c:0:0:a;30;0;0;0;0
470.0;fe80::c30c:0:0:3;0;0;132;0;0
470.0;fe80::c30c:0:0:6;60;0;0;0;0
475.0;fe80::c30c:0:0:b;60;0;89;0;0
475.0;fe80::c30c:0:0:4;30;0;259;0;0
475.0;fe80::c30c:0:0:9;30;0;32;0;0
475.0;fe80::c30c:0:0:8;30;0;0;0;0
475.0;fe80::c30c:0:0:5;30;0;37;0;0
475.0;fe80::c30c:0:0:7;30;0;0;0;0
475.0;fe80::c30c:0:0:2;30;0;27;0;0
475.0;fe80::c30c:0:0:c;0;377;0;0;1
475.0;fe80::c30c:0:0:a;30;0;26;0;0
475.0;fe80::c30c:0:0:3;0;0;312;0;0
475.0;fe80::c30c:0:0:6;30;0;0;0;0
480.0;fe80::c30c:0:0:b;30;0;43;0;0
480.0;fe80::c30c:0:0:4;30;0;0;0;0
480.0;fe80::c30c:0:0:9;30;0;7;0;0
480.0;fe80::c30c:0:0:8;30;0;0;0;0
480.0;fe80::c30c:0:0:5;30;0;0;0;0
480.0;fe80::c30c:0:0:7;30;0;0;0;0
480.0;fe80::c30c:0:0:2;30;0;0;0;0
480.0;fe80::c30c:0:0:c;0;671;0;0;1
480.0;fe80::c30c:0:0:a;30;0;9;0;0
480.0;fe80::c30c:0:0:6;30;0;0;0;0
485.0;fe80::c30c:0:0:b;30;0;8;0;0
485.0;fe80::c30c:0:0:4;30;0;165;0;0
485.0;fe80::c30c:0:0:9;30;0;100;0;0
485.0;fe80::c30c:0:0:8;30;0;0;0;0
485.0;fe80::c30c:0:0:5;30;0;59;0;0
485.0;fe80::c30c:0:0:7;30;0;0;0;0
485.0;fe80::c30c:0:0:2;30;0;53;0;0
485.0;fe80::c30c:0:0:c;0;317;30;0;1
485.0;fe80::c30c:0:0:a;30;0;0;0;0
485.0;fe80::c30c:0:0:3;0;0;86;0;0
485.0;fe80::c30c:0:0:6;30;0;0;0;0
490.0;fe80::c30c:0:0:b;30;0;11;0;0
490.0;fe80::c30c:0:0:4;30;0;117;0;0
490.0;fe80::c30c:0:0:9;30;0;3;0;0
490.0;fe80::c30c:0:0:8;30;0;0;0;0
490.0;fe80::c30c:0:0:5;30;0;13;0;0
490.0;fe80::c30c:0:0:7;30;0;0;0;0
490.0;fe80::c30c:0:0:2;30;0;0;0;0
490.0;fe80::c30c:0:0:c;0;465;20;0;1
490.0;fe80::c30c:0:0:a;30;0;14;0;0
490.0;fe80::c30c:0:0:3;0;0;128;0;0
490.0;fe80::c30c:0:0:6;30;0;0;0;0
495.0;fe80::c30c:0:0:4;30;0;0;0;0
495.0;fe80::c30c:0:0:9;30;0;35;0;0
495.0;fe80::c30c:0:0:8;28;0;0;0;0
495.0;fe80::c30c:0:0:2;28;0;0;0;0
495.0;fe80::c30c:0:0:c;0;897;56;0;1
495.0;fe80::c30c:0:0:a;16;0;68;0;0
495.0;fe80::c30c:0:0:3;0;0;109;0;0
500.0;fe80::c30c:0:0:b;30;0;60;0;0
500.0;fe80::c30c:0:0:4;30;0;0;0;0
500.0;fe80::c30c:0:0:9;30;0;0;0;0
500.0;fe80::c30c:0:0:8;30;0;0;0;0
500.0;fe80::c30c:0:0:5;60;0;0;0;0
500.0;fe80::c30c:0:0:2;30;0;35;0;0
500.0;fe80::c30c:0:0:c;0;780;0;0;1
500.0;fe80::c30c:0:0:a;14;0;0;0;0
500.0;fe80::c30c:0:0:3;0;0;141;0;0
500.0;fe80::c30c:0:0:6;30;0;0;0;0
505.0;fe80::c30c:0:0:b;30;0;83;0;0
505.0;fe80::c30c:0:0:4;30;0;133;0;0
505.0;fe80::c30c:0:0:9;29;0;119;0;0
505.0;fe80::c30c:0:0:8;30;0;0;0;0
505.0;fe80::c30c:0:0:5;30;0;0;0;0
505.0;fe80::c30c:0:0:7;90;0;0;0;0
505.0;fe80::c30c:0:0:2;30;0;38;0;0
505.0;fe80::c30c:0:0:c;0;607;0;0;1
505.0;fe80::c30c:0:0:a;60;0;0;0;0
505.0;fe80::c30c:0:0:6;60;0;0;0;0
510.0;fe80::c30c:0:0:b;60;0;65;0;0
510.0;fe80::c30c:0:0:4;30;0;25;0;0
510.0;fe80::c30c:0:0:9;32;0;0;0;0
510.0;fe80::c30c:0:0:8;30;0;0;0;0
510.0;fe80::c30c:0:0:5;0;0;32;0;0
510.0;fe80::c30c:0:0:7;30;0;0;0;0
510.0;fe80::c30c:0:0:2;30;0;0;0;0
510.0;fe80::c30c:0:0:c;0;641;0;0;1
510.0;fe80::c30c:0:0:a;30;0;45;0;0
510.0;fe80::c30c:0:0:3;0;0;67;0;0
510.0;fe80::c30c:0:0:6;30;0;0;0;0
515.0;fe80::c30c:0:0:b;30;0;45;0;0
515.0;fe80::c30c:0:0:4;30;0;100;0;0
515.0;fe80::c30c:0:0:9;28;0;37;0;0
515.0;fe80::c30c:0:0:8;30;0;0;0;0
515.0;fe80::c30c:0:0:5;60;0;73;0;0
515.0;fe80::c30c:0:0:7;30;0;0;0;0
515.0;fe80::c30c:0:0:2;0;0;38;0;0
515.0;fe80::c30c:0:0:c;0;468;25;0;1
515.0;fe80::c30c:0:0:a;30;0;0;0;0
515.0;fe80::c30c:0:0:6;30;0;0;0;0
520.0;fe80::c30c:0:0:b;30;0;11;0;0
520.0;fe80::c30c:0:0:4;30;0;218;0;0
520.0;fe80::c30c:0:0:9;30;0;30;0;0
520.0;fe80::c30c:0:0:8;30;0;0;0;0
520.0;fe80::c30c:0:0:5;30;0;0;0;0
520.0;fe80::c30c:0:0:7;30;0;0;0;0
520.0;fe80::c30c:0:0:2;52;0;5;0;0
520.0;fe80::c30c:0:0:c;0;585;16;0;1
520.0;fe80::c30c:0:0:3;0;0;244;0;0
520.0;fe80::c30c:0:0:6;60;0;0;0;0
525.0;fe80::c30c:0:0:b;30;0;0;0;0
525.0;fe80::c30c:0:0:4;60;0;108;0;0
525.0;fe80::c30c:0:0:9;30;0;0;0;0
525.0;fe80::c30c:0:0:8;30;0;0;0;0
525.0;fe80::c30c:0:0:5;60;0;22;0;0
525.0;fe80::c30c:0:0:7;60;0;0;0;0
525.0;fe80::c30c:0:0:c;0;591;0;0;1
525.0;fe80::c30c:0:0:a;90;0;35;0;0
525.0;fe80::c30c:0:0:3;0;0;98;0;0
530.0;fe80::c30c:0:0:b;60;0;67;0;0
530.0;fe80::c30c:0:0:4;30;0;0;0;0
530.0;fe80::c30c:0:0:9;60;0;30;0;0
530.0;fe80::c30c:0:0:8;60;0;0;0;0
530.0;fe80::c30c:0:0:5;30;0;20;0;0
530.0;fe80::c30c:0:0:7;30;0;0;0;0
530.0;fe80::c30c:0:0:2;60;0;0;0;0
530.0;fe80::c30c:0:0:c;0;501;0;0;1
530.0;fe80::c30c:0:0:a;30;0;0;0;0
530.0;fe80::c30c:0:0:3;0;0;73;0;0
530.0;fe80::c30c:0:0:6;60;0;0;0;0
535.0;fe80::c30c:0:0:b;30;0;34;0;0
535.0;fe80::c30c:0:0:4;30;0;24;0;0
535.0;fe80::c30c:0:0:9;0;0;24;0;0
535.0;fe80::c30c:0:0:8;30;0;0;0;0
535.0;fe80::c30c:0:0:5;30;0;0;0;0
535.0;fe80::c30c:0:0:7;30;0;0;0;0
535.0;fe80::c30c:0:0:2;30;0;52;0;0
535.0;fe80::c30c:0:0:c;0;624;0;0;1
535.0;fe80::c30c:0:0:a;30;0;19;0;0
535.0;fe80::c30c:0:0:3;0;0;99;0;0
535.0;fe80::c30c:0:0:6;30;0;0;0;0
540.0;fe80::c30c:0:0:b;30;0;63;0;0
540.0;fe80::c30c:0:0:4;0;0;142;0;0
540.0;fe80::c30c:0:0:9;30;0;80;0;0
540.0;fe80::c30c:0:0:8;30;0;0;0;0
540.0;fe80::c30c:0:0:5;0;0;4;0;0
540.0;fe80::c30c:0:0:7;30;0;0;0;0
540.0;fe80::c30c:0:0:c;0;692;0;0;1
540.0;fe80::c30c:0:0:a;0;0;35;0;0
540.0;fe80::c30c:0:0:3;0;0;15;0;0
540.0;fe80::c30c:0:0:6;30;0;0;0;0
545.0;fe80::c30c:0:0:b;30;0;12;0;0
545.0;fe80::c30c:0:0:4;60;0;11;0;0
545.0;fe80::c30c:0:0:9;60;0;0;0;0
545.0;fe80::c30c:0:0:8;30;0;0;0;0
545.0;fe80::c30c:0:0:5;60;0;30;0;0
545.0;fe80::c30c:0:0:7;30;0;0;0;0
545.0;fe80::c30c:0:0:2;30;0;29;0;0
545.0;fe80::c30c:0:0:c;0;658;0;0;1
545.0;fe80::c30c:0:0:a;60;0;5;0;0
545.0;fe80::c30c:0:0:3;0;0;248;0;0
550.0;fe80::c30c:0:0:b;30;0;45;0;0
550.0;fe80::c30c:0:0:9;30;0;75;0;0
550.0;fe80::c30c:0:0:5;30;0;0;0;0
550.0;fe80::c30c:0:0:7;30;0;0;0;0
550.0;fe80::c30c:0:0:2;30;0;0;0;0
550.0;fe80::c30c:0:0:c;0;660;31;0;1
550.0;fe80::c30c:0:0:a;30;0;33;0;0
550.0;fe80::c30c:0:0:6;60;0;0;0;0
555.0;fe80::c30c:0:0:b;30;0;0;0;0
555.0;fe80::c30c:0:0:4;60;0;4;0;0
555.0;fe80::c30c:0:0:9;30;0;44;0;0
555.0;fe80::c30c:0:0:8;30;0;0;0;0
555.0;fe80::c30c:0:0:5;30;0;4;0;0
555.0;fe80::c30c:0:0:7;30;0;0;0;0
555.0;fe80::c30c:0:0:2;60;0;28;0;0
555.0;fe80::c30c:0:0:c;0;670;0;0;1
555.0;fe80::c30c:0:0:a;30;0;0;0;0
555.0;fe80::c30c:0:0:3;0;0;74;0;0
555.0;fe80::c30c:0:0:6;30;0;0;0;0
560.0;fe80::c30c:0:0:b;30;0;107;0;0
560.0;fe80::c30c:0:0:4;30;0;94;0;0
560.0;fe80::c30c:0:0:9;30;0;12;0;0
560.0;fe80::c30c:0:0:8;30;0;0;0;0
560.0;fe80::c30c:0:0:5;30;0;7;0;0
560.0;fe80::c30c:0:0:7;41;0;0;0;0
560.0;fe80::c30c:0:0:2;30;0;52;0;0
560.0;fe80::c30c:0:0:c;0;422;38;0;1
560.0;fe80::c30c:0:0:a;30;0;4;0;0
560.0;fe80::c30c:0:0:3;0;0;12;0;0
560.0;fe80::c30c:0:0:6;30;0;0;0;0
565.0;fe80::c30c:0:0:b;30;0;3;0;0
565.0;fe80::c30c:0:0:9;0;0;16;0;0
565.0;fe80::c30c:0:0:8;30;0;0;0;0
565.0;fe80::c30c:0:0:5;30;0;34;0;0
565.0;fe80::c30c:0:0:7;1;0;0;0;0
565.0;fe80::c30c:0:0:c;0;837;32;0;1
570.0;fe80::c30c:0:0:4;60;0;332;0;0
570.0;fe80::c30c:0:0:9;60;0;0;0;0
570.0;fe80::c30c:0:0:8;30;0;0;0;0
570.0;fe80::c30c:0:0:5;30;0;20;0;0
570.0;fe80::c30c:0:0:7;59;0;0;0;0
570.0;fe80::c30c:0:0:2;60;0;0;0;0
570.0;fe80::c30c:0:0:c;0;468;0;0;1
570.0;fe80::c30c:0:0:a;0;0;38;0;0
570.0;fe80::c30c:0:0:3;0;0;312;0;0
570.0;fe80::c30c:0:0:6;60;0;0;0;0
575.0;fe80::c30c:0:0:b;60;0;27;0;0
575.0;fe80::c30c:0:0:9;17;0;0;0;0
575.0;fe80::c30c:0:0:8;30;0;0;0;0
575.0;fe80::c30c:0:0:5;0;0;3;0;0
575.0;fe80::c30c:0:0:7;30;0;0;0;0
575.0;fe80::c30c:0:0:2;30;0;49;0;0
575.0;fe80::c30c:0:0:c;0;624;0;0;1
575.0;fe80::c30c:0:0:a;90;0;31;0;0
575.0;fe80::c30c:0:0:6;30;0;0;0;0
580.0;fe80::c30c:0:0:b;0;0;3;0;0
580.0;fe80::c30c:0:0:4;60;0;26;0;0
580.0;fe80::c30c:0:0:9;43;0;37;0;0
580.0;fe80::c30c:0:0:5;60;0;11;0;0
580.0;fe80::c30c:0:0:7;30;0;0;0;0
580.0;fe80::c30c:0:0:2;30;0;0;0;0
580.0;fe80::c30c:0:0:c;0;624;0;0;1
580.0;fe80::c30c:0:0:6;30;0;0;0;0
585.0;fe80::c30c:0:0:b;30;0;28;0;0
585.0;fe80::c30c:0:0:4;30;0;3;0;0
585.0;fe80::c30c:0:0:9;22;0;0;0;0
585.0;fe80::c30c:0:0:5;30;0;0;0;0
585.0;fe80::c30c:0:0:7;30;0;0;0;0
585.0;fe80::c30c:0:0:2;30;0;12;0;0
585.0;fe80::c30c:0:0:c;0;884;0;0;1
585.0;fe80::c30c:0:0:a;60;0;17;0;0
585.0;fe80::c30c:0:0:6;30;0;0;0;0
590.0;fe80::c30c:0:0:b;0;0;44;0;0
590.0;fe80::c30c:0:0:4;30;0;0;0;0
590.0;fe80::c30c:0:0:9;30;0;11;0;0
590.0;fe80::c30c:0:0:8;30;0;0;0;0
590.0;fe80::c30c:0:0:5;30;0;0;0;0
590.0;fe80::c30c:0:0:7;30;0;0;0;0
590.0;fe80::c30c:0:0:2;30;0;29;0;0
590.0;fe80::c30c:0:0:c;0;468;0;0;1
590.0;fe80::c30c:0:0:a;30;0;0;0;0
590.0;fe80::c30c:0:0:6;30;0;0;0;0
595.0;fe80::c30c:0:0:4;30;0;312;0;0
595.0;fe80::c30c:0:0:9;0;0;3;0;0
595.0;fe80::c30c:0:0:5;30;0;3;0;0
595.0;fe80::c30c:0:0:2;30;0;0;0;0
595.0;fe80::c30c:0:0:c;0;308;19;0;1
595.0;fe80::c30c:0:0:3;0;0;332;0;0
595.0;fe80::c30c:0:0:6;30;0;0;0;0
